Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Peromyscus maniculatus,LEAD ACETATE,,incidence of acid-fast staining intranuclear inclusion bodies within kidney proximal convoluted tubule cells,,Both Male and Female,Adult,,5 breeding pairs/dose,"0, 0.1, 0.5, 1.0%",TOX-Non-Repro-Sublethal - cellular/biochemical effects,26 wk,diet,Toxicity Factor Datasets
Peromyscus maniculatus,LEAD ACETATE,,litter mortality,,Both Male and Female,Adult,,5 breeding pairs,"0, 0.1, 0.5, 1.0%",TOX-REPRO - reproductive success,26 wk,diet,Toxicity Factor Datasets
Peromyscus maniculatus,LEAD ACETATE,,incidence of congenital malformations,,Both Male and Female,Juvenile,,5 breeding pairs/dose,"0, 0.1, 0.5, 1.0%",TOX-REPRO - development,26 wk,diet,Toxicity Factor Datasets
Peromyscus maniculatus,AZINPHOS-METHYL (GUTHION),,LD50,,Male,Adult,,5-7 animals/dose,"0, 20, 25, 32, 40, 50, 63, 79 mg/kg body weight",TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets
Peromyscus maniculatus,AZINPHOS-METHYL (GUTHION),,LD50,,Both Male and Female,Adult,,10 animals/dose,6 doses,TOX-MORT - toxicity benchmarks,10 d,diet,Toxicity Factor Datasets
Peromyscus maniculatus,AZINPHOS-METHYL (GUTHION),,LD50,,Both Male and Female,Adult,,10 animals/dose,6 doses,TOX-MORT - toxicity benchmarks,5 d,diet,Toxicity Factor Datasets
Peromyscus maniculatus,MERCURY COMPOUNDS,,"decreased swimming ability, increased time for mouse to leave circle in center of field, decreased number of lines crossed and increased number of backward movements compared to a reference site",,Male,Adult,"Bird Island, Great Salt Lake",7 - 14 animals,Mean hair concentration; 10.8 +/- 2.0 ppm,TOX-Non-Repro-Sublethal - behavioral effects,NR,site contamination,Toxicity Factor Datasets
Peromyscus maniculatus,"CADMIUM COMPOUNDS, COPPER COMPOUNDS, ZINC COMPOUNDS",,"Ratio of metal concentrations (ug/g dry weight) in diet:soil, liver:soil and liver:diet at an abandoned mine site.  Diet concentrations measured from stomach contents.  Soil based on acid extractable concentrations.  Soil  copper; liver cadmium, copper an",,Both Male and Female,Adult,"Blue Grouse Mountain Copper Mine, Honeymoon Bay, Vancouver Island, British Columbia",6-9 soil or tissue samples/site,"Soil: 0.21 +/- 0.006 SD (Cd), 315.0 +/- 3.15SD (Cu), 80.6 +/- 10.4SD (Zn) mg/kg dry weight",TOX-EXP IND - accumulation,NR,site contamination,Toxicity Factor Datasets
Peromyscus maniculatus,GLYPHOSATE,,"population density, compared to control site",,Both Male and Female,Both Adults and Juveniles,"Maple Ridge, British Columbia",13 trapping periods,"0, 3.0 kg/ha",TOX-POP - size effects,up to 4 yr,field application,Toxicity Factor Datasets
Peromyscus maniculatus,GLYPHOSATE,,"% of trapped males and females in breeding condition, compared to control site",,Both Male and Female,Adult,"Maple Ridge, British Columbia",24 - 62 animals,"0, 3.0 kg/ha",TOX-REPRO - physiology,up to 4 yr,field application,Toxicity Factor Datasets
Peromyscus maniculatus,GLYPHOSATE,,average duration of life during summer and winter periods,,Both Male and Female,Adult,"Maple Ridge, British Columbia",2 - 40 animals,"0, 3.0 kg/ha",TOX-MORT - mortality in the field,up to 4 yr,field application,Toxicity Factor Datasets
Peromyscus maniculatus,METHYLCHLORANTHRENE (3-),,"ED50 for immunosuppression, measured as suppression of plaque forming cell response",,Male,Juvenile,,Not Reported,NR,TOX-Non-Repro-Sublethal - organ/system effects,"1, 3, 5, 7, 9 d",intraperitoneal,Toxicity Factor Datasets
Peromyscus maniculatus,METHYLCHLORANTHRENE (3-),,ED50 for ethoxyresorufin-O-dealkylase (EROD) activity,,Male,Juvenile,,Not Reported,NR,TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1, 3, 5, 7, 9 d",intraperitoneal,Toxicity Factor Datasets
Peromyscus maniculatus,"DIBENZ[A]ANTHRACENE (1,2,5,6-)",,"ED50 for immunosuppression, measured as suppression of plaque forming cell response",,Male,Juvenile,,Not Reported,NR,TOX-Non-Repro-Sublethal - organ/system effects,"1, 3, 5, 7, 9 d",intraperitoneal,Toxicity Factor Datasets
Peromyscus maniculatus,"DIBENZ[A]ANTHRACENE (1,2,5,6-)",,ED50 for ethoxyresorufin-O-dealkylase (EROD) activity,,Male,Juvenile,,Not Reported,NR,TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1, 3, 5, 7, 9 d",intraperitoneal,Toxicity Factor Datasets
Peromyscus maniculatus,"DIMETHYLBENZ[A]ANTHRACENE (7,12-)",,"ED50 for immunosuppression, measured as suppression of plaque forming cell response",,Male,Juvenile,,Not Reported,NR,TOX-Non-Repro-Sublethal - organ/system effects,"1, 3, 5, 7, 9 d",intraperitoneal,Toxicity Factor Datasets
Peromyscus maniculatus,"CADMIUM COMPOUNDS, LEAD COMPOUNDS, MERCURY COMPOUNDS, POLYCHLORINATED BIPHENYLS, SELENIUM COMPOUNDS",,incidence of liver and kidney histopathologies was not related to contaminant concentrations,,Not Reported,Not Reported,"salt marsh, San Pablo and San Francisco Bays",26 animals,"Range of  tissue means (ppm, dry wt.): Liver; 0.05-1.08 (mercury), 2.32-3.53 (selenium). Kidney; 0.4-2.11 (cadmium), 0.6-1.92 (lead). Carcass; 0.02-0.22 (PCBs).",TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,site contamination,Toxicity Factor Datasets
Lithobates catesbeianus,"TRIFLUOROMETHYL-4-NITROPHENOL (3-, LAMPRECIDE)",,LD50,,Not Reported,Tadpole,,5,NR,TOX-MORT - toxicity benchmarks,single,intraperitoneal,Toxicity Factor Datasets
Lithobates catesbeianus,"TRIFLUOROMETHYL-4-NITROPHENOL (3-, LAMPRECIDE)",,LD50,,Not Reported,Adult,,7,NR,TOX-MORT - toxicity benchmarks,single,intraperitoneal,Toxicity Factor Datasets
Lithobates catesbeianus,"TRIFLUOROMETHYL-4-NITROPHENOL (3-, LAMPRECIDE)",,LC50,,Not Reported,Tadpole,,5,NR,TOX-MORT - toxicity benchmarks,24 hr,waterborne,Toxicity Factor Datasets
Lithobates catesbeianus,"TRIFLUOROMETHYL-4-NITROPHENOL (3-, LAMPRECIDE)",,LC50,,Not Reported,Adult,,7,NR,TOX-MORT - toxicity benchmarks,24 hr,waterborne,Toxicity Factor Datasets
Lithobates catesbeianus,"TRIFLUOROMETHYL-4-NITROPHENOL (3-, LAMPRECIDE)",,growth development arrested,,Not Reported,Embryo,,Not Reported,"0.1, 0.25, 0.5, 1.0, 2.0, 3.0 mg/l",TOX-REPRO - development,96 hr,waterborne,Toxicity Factor Datasets
,CARBOFURAN,,proportion of pairs that raised at least one young (vs. untreated controls),,Both Male and Female,Adult,Saskatchewan,13 pairs,standard application within 50 m of burrow,TOX-REPRO - reproductive success,NR,multiple,Toxicity Factor Datasets
,CARBARYL,,proportion of pairs that raised at least one young (vs. untreated controls),,Both Male and Female,Adult,Saskatchewan,30 pairs,standard application within 50 m of burrow,TOX-REPRO - reproductive success,NR,multiple,Toxicity Factor Datasets
,CARBOFURAN,,maximum number of young observed per nest (vs. untreated controls),,Both Male and Female,Juvenile,Saskatchewan,13 pairs,standard application within 50 m of burrow,TOX-REPRO - reproductive success,NR,multiple,Toxicity Factor Datasets
,CARBOFURAN,,maximum number of young observed per nest (vs. untreated controls),,Both Male and Female,Juvenile,Saskatchewan,30 pairs,standard application within 50 m of burrow,TOX-REPRO - reproductive success,NR,multiple,Toxicity Factor Datasets
,"CARBARYL, CARBOFURAN",,maximum number of young observed per nest (vs. untreated controls),,Both Male and Female,Juvenile,Saskatchewan,18 pairs,standard application within 400 m of burrow,TOX-REPRO - reproductive success,NR,multiple,Toxicity Factor Datasets
,"CARBARYL, CARBOFURAN",,proportion of pairs that raised at least 1 young (vs. untreated controls),,Both Male and Female,Adult,Saskatchewan,18 pairs,standard applications within 400 m of burrow,TOX-REPRO - reproductive success,NR,multiple,Toxicity Factor Datasets
Athene cunicularia,STRYCHNINE,,proportion of pairs that raised at least 1 young,,Both Male and Female,Adult,Saskatchewan,27 pr,2.5 mg/g dry bait application for ground squirrels,TOX-REPRO - reproductive success,NR,diet (secondary exposure),Toxicity Factor Datasets
Athene cunicularia,STRYCHNINE,,number of young produced per nest attempt,,Both Male and Female,Juvenile,Saskatchewan,27 pr,2.5 mg/g dry bait application for ground squirrels,TOX-REPRO - reproductive success,NR,diet (secondary exposure),Toxicity Factor Datasets
Athene cunicularia,STRYCHNINE,,number of chicks produced per successful pair,,Both Male and Female,Juvenile,Saskatchewan,27 pr,2.5 mg/g dry bait application for ground squirrels,TOX-REPRO - reproductive success,NR,diet (secondary exposure),Toxicity Factor Datasets
Athene cunicularia,STRYCHNINE,,chick mass index,,Both Male and Female,Juvenile,Saskatchewan,27 pr,2.5 mg/g dry bait application for ground squirrels,TOX-REPRO - development,NR,diet (secondary exposure),Toxicity Factor Datasets
Athene cunicularia,STRYCHNINE,,adult body weight,,Both Male and Female,Adult,Saskatchewan,27 pr,2.5 mg/g dry bait application for ground squirrels,TOX-Non-Repro-Sublethal - whole animal,NR,diet (secondary exposure),Toxicity Factor Datasets
Athene cunicularia,HEPTACHLOR,,mean clutch size,,Female,Adult,Columbia Basin,6 nests,0.16-0.19 ppm (wet wt),TOX-REPRO - reproductive success,NR,in ovo,Toxicity Factor Datasets
Athene cunicularia,HEPTACHLOR,,eggshell thickness,,Female,Adult,Columbia Basin,6 nests,0.16-0.19 ppm (wet wt),TOX-REPRO - physiology,NR,in ovo,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-)",,eggshell thickness versus controls,,Female,Adult,,6 hens; 45 total eggs,"0, 10 ppm",TOX-REPRO - physiology,3 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-)",,serum calcium versus controls,,Female,Adult,,6 hens; 45 total eggs,"0, 10 ppm",TOX-Non-Repro-Sublethal - cellular/biochemical effects,3 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,"DDE (4,4'-)",,serum calcium after PTH injection versus controls,,Female,Adult,,6 hens; 45 total eggs,"0, 10 ppm",TOX-Non-Repro-Sublethal - cellular/biochemical effects,3 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD ACETATE,,% packed cell volume versus controls,,Male,Adult,,10,"20 ppm x 1.6(week, after 1st week)",TOX-Non-Repro-Sublethal - organ/system effects,15 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD ACETATE,,hemoglobin concentration versus controls,,Male,Adult,,10,"20 ppm x 1.6(week, after 1st week)",TOX-Non-Repro-Sublethal - organ/system effects,15 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD ACETATE,,protoporphyrin concentration versus controls,,Male,Adult,,10,"20 ppm x 1.6(week, after 1st week)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,15 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD ACETATE,,ALAD enzyme activity versus controls,,Male,Adult,,10,"20 ppm x 1.6(week, after 1st week)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,15 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD ACETATE,,iron concentration in liver versus controls,,Male,Adult,,10 (controls); 30 (treated),"20 ppm x 1.6(week, after 1st week)",TOX-Non-Repro-Sublethal - cellular/biochemical effects,15 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD ACETATE,,liver and kidney Pb concentrations versus controls,,Male,Adult,,30,"20 ppm x 1.6(week, after 1st week)",TOX-EXP IND - accumulation,15 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,LEAD (elemental),,mean (SE) lead residues in femur,,Both Male and Female,Adult,,"20 females, 10 males/group","0, 1, 2  lead shot (206 mg avg wt)",TOX-EXP IND - accumulation,Single dose (one shot); repeated dose (two shot),Gavage,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,duckling mortality versus controls,,Not Reported,Juvenile,,40 birds/group,"0, 10, 20, 40, or 80 ppm Se as selenomethionine or sodium selenite",TOX-Non-Repro-Sublethal - whole animal,6 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,food consumption versus controls,,Not Reported,Juvenile,,40 birds/group,"0, 10, 20, 40, or 80 ppm Se as selenomethionine or sodium selenite",TOX-Non-Repro-Sublethal - whole animal,6 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,"SELENITE, SODIUM, SELENOMETHIONINE",,bw and liver wt versus controls,,Not Reported,Juvenile,,40 birds/group,"0, 10, 20, 40, or 80 ppm Se as selenomethionine or sodium selenite",TOX-Non-Repro-Sublethal - whole animal,6 weeks,Diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,liver cadmium concentration versus controls,,Male,Adult,,8,"0, 10, or 50 ug Cd/g",TOX-EXP IND - accumulation,42 days,Diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,liver Cu concentration versus controls,,Male,Adult,,8,"0, 10, or 50 ug Cd/g",TOX-EXP IND - accumulation,42 days,Diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,liver Zn concentration versus controls,,Male,Adult,,8,"0, 10, or 50 ug Cd/g",TOX-EXP IND - accumulation,42 days,Diet,Toxicity Factor Datasets
Anas platyrhynchos,CADMIUM CHLORIDE,,kidney Cd concentration versus controls,,Male,Adult,,8,"0, 10, or 50 ug Cd/g",TOX-EXP IND - accumulation,42 days,Diet,Toxicity Factor Datasets
Antrozous pallidus,"DDE (4,4'-)",,"mean and range of concentration in carcass, wet wt",,Both Male and Female,Adult,near cities,4 bats,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets
Antrozous pallidus,"DDD (4,4'-)",,"mean and range of concentration in carcass, wet wt",,Both Male and Female,Adult,near cities,4 bats,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets
Antrozous pallidus,"DDT (4,4'-)",,"mean and range of concentration in carcass, wet wt",,Both Male and Female,Adult,near cities,4 bats,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets
Vulpes macrotis ssp. arsipus,SODIUM  MONOFLUOROACETATE,,LD50,,Not Reported,Adult,,2 animals/dose,"0.10, 0.15, 0.22, 0.33  mg/kg bw",TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets
Vulpes macrotis ssp. arsipus,STRYCHNINE,,LD50,,Not Reported,Adult,,2 animals/dose,"0.5, 0.7, 1.0, 1.6 mg/kg bw",TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets
Vulpes macrotis ssp. arsipus,ZINC PHOSPHIDE,,LD50,,Not Reported,Adult,,2 animals/dose,"62, 94, 140, 210 mg/kg bw",TOX-MORT - toxicity benchmarks,single,gavage,Toxicity Factor Datasets
Phalacrocorax auritus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), POLYCHLORINATED BIPHENYLS",,residues measured in live and dead eggs,,Female,Adult,,11 colonies,"<0.1-0.08 ppm DDE, <0.01-0.5 ppm est. PCBs, <0.01-0.04 ppm DDD, <0.01-0.01 ppm DDT in dietary fish",TOX-EXP IND - accumulation,,parent diet,Toxicity Factor Datasets
Phalacrocorax auritus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), POLYCHLORINATED BIPHENYLS",,correlation of egg concentration of DDE and est. PCB's and shell thickness and weight,,Female,Adult,,35 eggs,"<0.1-0.08 ppm DDE, <0.01-0.5 ppm est. PCBs, <0.01-0.04 ppm DDD, <0.01-0.01 ppm DDT in dietary fish",TOX-REPRO - physiology,,parent diet,Toxicity Factor Datasets
Phalacrocorax auritus,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), POLYCHLORINATED BIPHENYLS",,eggshell thickness,,Female,Adult,,35 eggs,"<0.1-0.08 ppm DDE, <0.01-0.5 ppm est. PCBs, <0.01-0.04 ppm DDD, <0.01-0.01 ppm DDT in dietary fish",TOX-REPRO - physiology,,parent diet,Toxicity Factor Datasets
Rallus longirostris,"DDT (4,4'-)",,5 day dietary LC50,,Male,Juvenile,,7 birds,"1,250-2,500 ppm diet",TOX-MORT - toxicity benchmarks,5 d,diet,Toxicity Factor Datasets
Rallus longirostris,"DDT (4,4'-)",,5 day dietary LC50,,Female,Juvenile,,4 birds,"1,500-2,250 ppm diet",TOX-MORT - toxicity benchmarks,5 d,diet,Toxicity Factor Datasets
Rallus longirostris,"DDD (4,4'-), DDT (4,4'-)",,mean residue concentration in brains of birds that survived,,Male,Juvenile,,7 birds,"1,250-2,500 ppm diet",TOX-EXP IND - accumulation,5 d,diet,Toxicity Factor Datasets
Rallus longirostris,"DDD (4,4'-), DDT (4,4'-)",,mean residue concentration in brains of birds that survived,,Female,Juvenile,,4 birds,"1,500-2,250 ppm diet",TOX-EXP IND - accumulation,5 d,diet,Toxicity Factor Datasets
Rallus longirostris,"DDD (4,4'-), DDT (4,4'-)",,mean residue concentration in brains of birds that died,,Male,Juvenile,,7 birds,"1,250-2,500 ppm diet",TOX-EXP IND - accumulation,5 d,diet,Toxicity Factor Datasets
Rallus longirostris,"DDD (4,4'-), DDT (4,4'-)",,mean residue concentration in brains of birds that died,,Female,Juvenile,,4 birds,"1,500-2,250 ppm diet",TOX-EXP IND - accumulation,5 d,diet,Toxicity Factor Datasets
,,,LC50,,,,,,,TOX-MORT - toxicity benchmarks,,,Toxicity Factor Datasets
Anaxyrus boreas,FENTHION,,"temperature tolerance, estimated by heating water at 1C/3min and using onset of spasms in frogs as the endpoint",,Not Reported,Juvenile,,10 animals/replicate; 2 replicates/dose,"0, 30, 60 ppb",TOX-Non-Repro-Sublethal - whole animal,24 hr,waterborne,Toxicity Factor Datasets
Anaxyrus boreas,CHLORPYRIFOS,,"temperature tolerance, estimated by heating water at 1C/3min and using onset of spasms in frogs as the endpoint",,Not Reported,Juvenile,,10 animals/replicate; 2 replicates/dose,"0, 30, 60 ppb",TOX-Non-Repro-Sublethal - whole animal,24 hr,waterborne,Toxicity Factor Datasets
Anaxyrus boreas,METHYLPARATHION,,"temperature tolerance, estimated by heating water at 1C/3min and using onset of spasms in frogs as the endpoint",,Not Reported,Juvenile,,10 animals/replicate; 2 replicates/dose,"0, 25, 50 ppb",TOX-Non-Repro-Sublethal - whole animal,24 hr,waterborne,Toxicity Factor Datasets
Anaxyrus boreas,ZINC SULFATE,,100% mortality reported,,Not Reported,Juvenile,,5-25/dose,"0, 0.1, 39 mg/l  Zn++",TOX-MORT - dose-response data,61 d,waterborne,Toxicity Factor Datasets
Anaxyrus boreas,COPPER SULFATE,,100% mortality reported,,Not Reported,Juvenile,,5-25/dose,"0, 0.02, 3.7 mg/l Cu++",TOX-MORT - dose-response data,61 d,waterborne,Toxicity Factor Datasets
Phalacrocorax auritus,"DDE (4,4'-), POLYCHLORINATED BIPHENYLS",,shell thickness,,Female,Adult,OR coast,10 eggs from 10 nests,"1.6 ppm wet wt DDE, 1.3 ppm wet wt PCBs",TOX-REPRO - physiology,NR,dietary,Toxicity Factor Datasets
Phalacrocorax auritus,POLYCHLORINATED BIPHENYLS,,"incidence of deformities in live embryos relative to 2,3,7,8-TCDD equivalents of PCBs, PCDFs, and PCDDs",,Not Reported,Embryo,"Lakes Michigan, Huron, Superior, North Channel",Not Reported,3.6-7.3 ug/g wet wt,TOX-REPRO - development,10-12 days and 21-24 days (embryo ages),in ovo,Toxicity Factor Datasets
Phalacrocorax auritus,POLYCHLORINATED BIPHENYLS,,Mean yolk weight of eggs,,Female,Both Adults and Juveniles,"Saskatchewan, British Columbia, Lake Ontario",5-12 eggs/dose,"131, 250, 276, 672, 1606 ng/kg Toxic Equivalency Factors measured in eggs",TOX-REPRO - physiology,NR,in ovo,Toxicity Factor Datasets
Phalacrocorax auritus,POLYCHLORINATED BIPHENYLS,,total hepatic cytochrome P450 content,,Not Reported,Hatchling,"Saskatchewan, British Columbia, Lake Ontario",5-12 eggs/dose,"131, 250, 276, 672, 1606 ng/kg Toxic Equivalency Factors measured in eggs",TOX-EXP IND - biomarkers,NR,in ovo,Toxicity Factor Datasets
